AGEB,ubica_geo,geometry,longitud,latitud,Entidad federativa,Municipio,Clave de municipio,cadena
0331,15042,POINT (-99.83971778298563 19.646507732617568),-99.83971778298563,19.646507732617568,México,Ixtlahuaca,15042,Benavides
0142,15113,POINT (-99.6810166073797 18.993913558790275),-99.6810166073797,18.993913558790275,México,Villa Guerrero,15113,Farmacias Guadalajara
0087,15032,POINT (-100.1590302082663 19.333259823544257),-100.1590302082663,19.333259823544257,México,Donato Guerra,15032,Farmatodo
0416,15118,POINT (-99.75641671658323 19.312560914931062),-99.75641671658323,19.312560914931062,México,Zinacantepec,15118,Del Ahorro
0161,22011,POINT (-100.31749914062468 20.622116061667764),-100.31749914062468,20.622116061667764,Querétaro,El Marqués,22011,Farmacias Guadalajara
2319,13051,POINT (-98.72426510141358 19.995403093994994),-98.72426510141358,19.995403093994994,Hidalgo,Mineral de la Reforma,13051,Klynn
1060,5024,POINT (-102.20278891251229 25.460577687484744),-102.20278891251229,25.460577687484744,Coahuila de Zaragoza,Parras,5024,Cualquiera
0218,8004,POINT (-105.9499714017031 28.62694377822403),-105.9499714017031,28.62694377822403,Chihuahua,Aquiles Serdán,8004,San Pablo
0331,15042,POINT (-99.82480808233592 19.651131692426922),-99.82480808233592,19.651131692426922,México,Ixtlahuaca,15042,Klynn
1829,5030,POINT (-100.98558723779774 25.36197713280967),-100.98558723779774,25.36197713280967,Coahuila de Zaragoza,Saltillo,5030,Farmacias Guadalajara
040A,15013,POINT (-99.3127535216802 19.55069304754077),-99.3127535216802,19.55069304754077,México,Atizapán de Zaragoza,15013,Farmatodo
023A,1011,POINT (-102.24442701604488 21.961424454010725),-102.24442701604488,21.961424454010725,Aguascalientes,San Francisco de los Romo,1011,Klynn
1594,5027,POINT (-100.97642882094358 25.56228402003512),-100.97642882094358,25.56228402003512,Coahuila de Zaragoza,Ramos Arizpe,5027,Farmatodo
0055,15040,POINT (-99.69709398265155 18.86025440787037),-99.69709398265155,18.86025440787037,México,Ixtapan de la Sal,15040,Cualquiera
4120,16053,POINT (-101.14581751512223 19.759515969153696),-101.14581751512223,19.759515969153696,Michoacán de Ocampo,Morelia,16053,San Pablo
0265,15074,POINT (-100.04612999247622 19.617004209231304),-100.04612999247622,19.617004209231304,México,San Felipe del Progreso,15074,Farmacias Guadalajara
0346,15042,POINT (-99.8652148285257 19.717360977356996),-99.8652148285257,19.717360977356996,México,Ixtlahuaca,15042,Cualquiera
0314,15087,POINT (-99.60762107331502 19.445245760134018),-99.60762107331502,19.445245760134018,México,Temoaya,15087,Benavides
060A,24024,POINT (-99.97080750585283 21.905971565457897),-99.97080750585283,21.905971565457897,San Luis Potosí,Rioverde,24024,Farmacias Guadalajara
037A,15042,POINT (-99.82620357257635 19.619565712967162),-99.82620357257635,19.619565712967162,México,Ixtlahuaca,15042,Farmatodo
0221,30048,POINT (-94.4530316072873 18.092024745593193),-94.4530316072873,18.092024745593193,Veracruz de Ignacio de la Llave,Cosoleacaque,30048,Farmacias Guadalajara
0294,26033,POINT (-109.54328176238916 26.704231944485937),-109.54328176238916,26.704231944485937,Sonora,Huatabampo,26033,Klynn
1825,27004,POINT (-93.06412897546872 17.96433021905386),-93.06412897546872,17.96433021905386,Tabasco,Centro,27004,Farmatodo
0181,21004,POINT (-97.76670089943995 18.988000692334797),-97.76670089943995,18.988000692334797,Puebla,Acatzingo,21004,Farmatodo
020A,15056,POINT (-99.67681652803252 19.744248403279915),-99.67681652803252,19.744248403279915,México,Morelos,15056,Cualquiera
053A,19041,POINT (-100.08939164143723 25.79970401863276),-100.08939164143723,25.79970401863276,Nuevo León,Pesquería,19041,Farmatodo
3755,5030,POINT (-100.96534257867059 25.501743038134652),-100.96534257867059,25.501743038134652,Coahuila de Zaragoza,Saltillo,5030,Benavides
9814,2001,POINT (-116.55552600247033 31.7934261073718),-116.55552600247033,31.7934261073718,Baja California,Ensenada,2001,Farmatodo
0420,15042,POINT (-99.80590188676445 19.66731759101561),-99.80590188676445,19.66731759101561,México,Ixtlahuaca,15042,San Pablo
0391,5010,POINT (-101.45218354285909 26.964017420127366),-101.45218354285909,26.964017420127366,Coahuila de Zaragoza,Frontera,5010,Cualquiera
1100,19006,POINT (-100.2625466164052 25.86447078450439),-100.2625466164052,25.86447078450439,Nuevo León,Apodaca,19006,Farmatodo
0216,21207,POINT (-97.56941265343373 19.858890860532522),-97.56941265343373,19.858890860532522,Puebla,Zacapoaxtla,21207,Cualquiera
040A,15013,POINT (-99.30082365673833 19.540783054774725),-99.30082365673833,19.540783054774725,México,Atizapán de Zaragoza,15013,Farmatodo
0343,12028,POINT (-99.15419113392421 17.62083596180638),-99.15419113392421,17.62083596180638,Guerrero,Chilapa de Álvarez,12028,San Pablo
0198,15026,POINT (-99.6239317982125 19.862368567829044),-99.6239317982125,19.862368567829044,México,Chapa de Mota,15026,Farmatodo
1298,12029,POINT (-99.51362875976542 17.589791017310766),-99.51362875976542,17.589791017310766,Guerrero,Chilpancingo de los Bravo,12029,Farmatodo
0384,15042,POINT (-99.74606172244951 19.527732023320244),-99.74606172244951,19.527732023320244,México,Ixtlahuaca,15042,Farmatodo
0365,15042,POINT (-99.86002981220071 19.612906816994556),-99.86002981220071,19.612906816994556,México,Ixtlahuaca,15042,Farmatodo
3965,14097,POINT (-103.44930272207687 20.5195664112835),-103.44930272207687,20.5195664112835,Jalisco,Tlajomulco de Zúñiga,14097,Farmatodo
1474,7059,POINT (-92.26258469270412 16.899451159844535),-92.26258469270412,16.899451159844535,Chiapas,Ocosingo,7059,Benavides
0198,29044,POINT (-98.25827745458882 19.208157211905213),-98.25827745458882,19.208157211905213,Tlaxcala,Zacatelco,29044,Del Ahorro
1361,15060,POINT (-99.3290114526677 19.59258340563301),-99.3290114526677,19.59258340563301,México,Nicolás Romero,15060,Farmatodo
0427,11044,POINT (-101.00442241263765 20.540671747885),-101.00442241263765,20.540671747885,Guanajuato,Villagrán,11044,Del Ahorro
0399,15042,POINT (-99.73605743869767 19.557071394521863),-99.73605743869767,19.557071394521863,México,Ixtlahuaca,15042,San Pablo
0036,20023,POINT (-96.79569565652491 16.981432783629135),-96.79569565652491,16.981432783629135,Oaxaca,Cuilápam de Guerrero,20023,Farmacias Guadalajara
0597,24024,POINT (-99.98779627906976 21.900039269012527),-99.98779627906976,21.900039269012527,San Luis Potosí,Rioverde,24024,Del Ahorro
0036,20023,POINT (-96.77043392979998 16.966296028196886),-96.77043392979998,16.966296028196886,Oaxaca,Cuilápam de Guerrero,20023,Cualquiera
4049,28032,POINT (-98.29182021774254 25.98680961444908),-98.29182021774254,25.98680961444908,Tamaulipas,Reynosa,28032,Farmacias Guadalajara
5134,15106,POINT (-99.71353907037026 19.35206068578662),-99.71353907037026,19.35206068578662,México,Toluca,15106,San Pablo
0444,24035,POINT (-100.91468704761628 22.20751180331561),-100.91468704761628,22.20751180331561,San Luis Potosí,Soledad de Graciano Sánchez,24035,Del Ahorro
0038,19025,POINT (-100.15039612871372 25.858323944838506),-100.15039612871372,25.858323944838506,Nuevo León,Gral. Zuazua,19025,Farmacias Guadalajara
6347,2004,POINT (-116.87652114783806 32.55461333130456),-116.87652114783806,32.55461333130456,Baja California,Tijuana,2004,Benavides
0136,15087,POINT (-99.61714599432933 19.45769084645687),-99.61714599432933,19.45769084645687,México,Temoaya,15087,Farmatodo
0343,12028,POINT (-99.1459724025544 17.598609838927608),-99.1459724025544,17.598609838927608,Guerrero,Chilapa de Álvarez,12028,Farmacias Guadalajara
0118,24011,POINT (-100.0427621043814 21.910504848484948),-100.0427621043814,21.910504848484948,San Luis Potosí,Ciudad Fernández,24011,Farmacias Guadalajara
020A,15056,POINT (-99.6580235603138 19.763266613371204),-99.6580235603138,19.763266613371204,México,Morelos,15056,Farmacias Guadalajara
044A,15042,POINT (-99.84560901575861 19.687029269068628),-99.84560901575861,19.687029269068628,México,Ixtlahuaca,15042,Farmacias Guadalajara
0216,21207,POINT (-97.56941654583363 19.876625387870693),-97.56941654583363,19.876625387870693,Puebla,Zacapoaxtla,21207,Farmacias Guadalajara
012A,15042,POINT (-99.72944724536949 19.62001101631389),-99.72944724536949,19.62001101631389,México,Ixtlahuaca,15042,Cualquiera
0037,30147,POINT (-97.17576133642196 18.735092188365037),-97.17576133642196,18.735092188365037,Veracruz de Ignacio de la Llave,Soledad Atzompa,30147,Farmacias Guadalajara
0167,7074,POINT (-93.16524944110746 17.871056217684657),-93.16524944110746,17.871056217684657,Chiapas,Reforma,7074,Del Ahorro
0324,15085,POINT (-99.99866757028727 19.81644654100107),-99.99866757028727,19.81644654100107,México,Temascalcingo,15085,San Pablo
0275,4001,POINT (-90.05972377942898 20.349170771596302),-90.05972377942898,20.349170771596302,Campeche,Calkiní,4001,Del Ahorro
0201,19025,POINT (-100.19786512146129 25.9050008288376),-100.19786512146129,25.9050008288376,Nuevo León,Gral. Zuazua,19025,Farmacias Guadalajara
7650,2004,POINT (-116.81630908419581 32.47594620198241),-116.81630908419581,32.47594620198241,Baja California,Tijuana,2004,Farmacias Guadalajara
8464,2001,POINT (-116.55844021603446 31.85051354554479),-116.55844021603446,31.85051354554479,Baja California,Ensenada,2001,Farmacias Guadalajara
379A,2004,POINT (-117.10491114146927 32.496479794397295),-117.10491114146927,32.496479794397295,Baja California,Tijuana,2004,Benavides
2634,22014,POINT (-100.50461680577652 20.793845569695403),-100.50461680577652,20.793845569695403,Querétaro,Querétaro,22014,Benavides
0118,14119,POINT (-103.55140022678972 20.22120492093869),-103.55140022678972,20.22120492093869,Jalisco,Zacoalco de Torres,14119,Benavides
0501,30105,POINT (-96.18448364965619 19.088233117372198),-96.18448364965619,19.088233117372198,Veracruz de Ignacio de la Llave,Medellín,30105,Farmatodo
0248,15035,POINT (-99.20403493300361 19.856923508858383),-99.20403493300361,19.856923508858383,México,Huehuetoca,15035,Farmacias Guadalajara
0136,15087,POINT (-99.61425090401536 19.47372205062421),-99.61425090401536,19.47372205062421,México,Temoaya,15087,San Pablo
0100,2001,POINT (-116.54701273065191 31.903813704497914),-116.54701273065191,31.903813704497914,Baja California,Ensenada,2001,Del Ahorro
0443,15074,POINT (-99.99304144806457 19.549493364294737),-99.99304144806457,19.549493364294737,México,San Felipe del Progreso,15074,Cualquiera
0142,15113,POINT (-99.66937418909804 18.939869287909694),-99.66937418909804,18.939869287909694,México,Villa Guerrero,15113,Farmacias Guadalajara
3430,9005,POINT (-99.12040294221464 19.59114147107851),-99.12040294221464,19.59114147107851,Ciudad de México,Gustavo A. Madero,9005,Farmatodo
0034,30132,POINT (-97.11746079123525 19.63400870909565),-97.11746079123525,19.63400870909565,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,30132,Benavides
0087,15032,POINT (-100.16086902121184 19.315024312579933),-100.16086902121184,19.315024312579933,México,Donato Guerra,15032,San Pablo
1182,24013,POINT (-98.9768403879627 21.982600825769538),-98.9768403879627,21.982600825769538,San Luis Potosí,Ciudad Valles,24013,Del Ahorro
0443,15074,POINT (-99.9602614741335 19.54447299032301),-99.9602614741335,19.54447299032301,México,San Felipe del Progreso,15074,Farmatodo
3778,15106,POINT (-99.64477309728758 19.393284411832706),-99.64477309728758,19.393284411832706,México,Toluca,15106,Farmatodo
025A,31048,POINT (-90.01372841183928 20.596716021697013),-90.01372841183928,20.596716021697013,Yucatán,Maxcanú,31048,Farmatodo
1260,15054,POINT (-99.56003953785986 19.229876889447706),-99.56003953785986,19.229876889447706,México,Metepec,15054,Del Ahorro
0114,30086,POINT (-97.29325420899804 19.816436407511056),-97.29325420899804,19.816436407511056,Veracruz de Ignacio de la Llave,Jalacingo,30086,Farmatodo
0831,11037,POINT (-101.46363075193892 20.944422399923177),-101.46363075193892,20.944422399923177,Guanajuato,Silao,11037,Benavides
5083,15106,POINT (-99.55479256790703 19.373132348101482),-99.55479256790703,19.373132348101482,México,Toluca,15106,Del Ahorro
0901,2004,POINT (-116.79736226138789 32.49313815685353),-116.79736226138789,32.49313815685353,Baja California,Tijuana,2004,Farmacias Guadalajara
1585,5025,POINT (-100.5400658908525 28.723422445119457),-100.5400658908525,28.723422445119457,Coahuila de Zaragoza,Piedras Negras,5025,Cualquiera
0827,5009,POINT (-103.24959935903486 25.766110214869045),-103.24959935903486,25.766110214869045,Coahuila de Zaragoza,Francisco I. Madero,5009,Farmatodo
0348,31101,POINT (-89.72938070580217 20.873084903184402),-89.72938070580217,20.873084903184402,Yucatán,Umán,31101,San Pablo
0126,21140,POINT (-98.36200670966815 19.044973279779036),-98.36200670966815,19.044973279779036,Puebla,San Pedro Cholula,21140,Farmatodo
020A,15056,POINT (-99.69088411538584 19.759496013452356),-99.69088411538584,19.759496013452356,México,Morelos,15056,Farmacias Guadalajara
0176,14120,POINT (-103.47222621967687 20.773411911105924),-103.47222621967687,20.773411911105924,Jalisco,Zapopan,14120,Benavides
0085,21180,POINT (-98.59752763204364 19.335143906924092),-98.59752763204364,19.335143906924092,Puebla,Tlahuapan,21180,Farmatodo
781A,2004,POINT (-116.84406207948453 32.45332402564879),-116.84406207948453,32.45332402564879,Baja California,Tijuana,2004,Klynn
0424,15074,POINT (-99.91345029555063 19.666300637014675),-99.91345029555063,19.666300637014675,México,San Felipe del Progreso,15074,San Pablo
2434,8036,POINT (-104.91004866396844 27.10619149694359),-104.91004866396844,27.10619149694359,Chihuahua,Jiménez,8036,Farmatodo
0145,23003,POINT (-86.7284128062948 21.22205967356992),-86.7284128062948,21.22205967356992,Quintana Roo,Isla Mujeres,23003,Farmatodo
222A,8037,POINT (-106.34998621556433 31.695101612386438),-106.34998621556433,31.695101612386438,Chihuahua,Juárez,8037,Benavides
0083,17033,POINT (-98.78431632989978 18.75164377434555),-98.78431632989978,18.75164377434555,Morelos,Temoac,17033,Farmatodo
0071,21090,POINT (-98.34616540666974 19.11817019508411),-98.34616540666974,19.11817019508411,Puebla,Juan C. Bonilla,21090,Farmacias Guadalajara
0301,14120,POINT (-103.44420960394612 20.791930356113856),-103.44420960394612,20.791930356113856,Jalisco,Zapopan,14120,Cualquiera
0178,15056,POINT (-99.61779853469541 19.73244272511521),-99.61779853469541,19.73244272511521,México,Morelos,15056,Farmacias Guadalajara
1488,19048,POINT (-100.51616448331134 25.703386362930548),-100.51616448331134,25.703386362930548,Nuevo León,Santa Catarina,19048,Farmacias Guadalajara
1112,30039,POINT (-94.46067006895818 18.107249701187335),-94.46067006895818,18.107249701187335,Veracruz de Ignacio de la Llave,Coatzacoalcos,30039,Farmatodo
0499,15005,POINT (-99.79429276327663 19.368883131533995),-99.79429276327663,19.368883131533995,México,Almoloya de Juárez,15005,Del Ahorro
4975,28032,POINT (-98.34945930822057 26.02332403901274),-98.34945930822057,26.02332403901274,Tamaulipas,Reynosa,28032,Farmacias Guadalajara
022A,31038,POINT (-89.87259219590428 21.03484150977065),-89.87259219590428,21.03484150977065,Yucatán,Hunucmá,31038,Farmatodo
0289,12050,POINT (-100.65310291622733 18.347574116256858),-100.65310291622733,18.347574116256858,Guerrero,Pungarabato,12050,Farmatodo
0417,7061,POINT (-93.38933000601564 16.779639373992097),-93.38933000601564,16.779639373992097,Chiapas,Ocozocoautla de Espinosa,7061,Farmacias Guadalajara
0559,24024,POINT (-100.00629409925462 21.911452456814768),-100.00629409925462,21.911452456814768,San Luis Potosí,Rioverde,24024,Farmacias Guadalajara
0126,21054,POINT (-97.40232657958856 19.800084652781564),-97.40232657958856,19.800084652781564,Puebla,Chignautla,21054,Farmacias Guadalajara
1858,5018,POINT (-101.45511923682835 26.857990229109777),-101.45511923682835,26.857990229109777,Coahuila de Zaragoza,Monclova,5018,Farmacias Guadalajara
0117,21010,POINT (-97.24561248168956 18.391052430089452),-97.24561248168956,18.391052430089452,Puebla,Ajalpan,21010,Del Ahorro
0924,5025,POINT (-100.57095832812027 28.723459093187824),-100.57095832812027,28.723459093187824,Coahuila de Zaragoza,Piedras Negras,5025,Benavides
0350,15042,POINT (-99.82618159532967 19.57533884861576),-99.82618159532967,19.57533884861576,México,Ixtlahuaca,15042,Farmacias Guadalajara
015A,21140,POINT (-98.30306595768869 19.09209335231293),-98.30306595768869,19.09209335231293,Puebla,San Pedro Cholula,21140,Del Ahorro
0297,15087,POINT (-99.58354363433772 19.485428731167488),-99.58354363433772,19.485428731167488,México,Temoaya,15087,Cualquiera
258A,19006,POINT (-100.14002050049783 25.73943902242357),-100.14002050049783,25.73943902242357,Nuevo León,Apodaca,19006,Farmatodo
0183,15010,POINT (-99.18501309889575 19.9620540780524),-99.18501309889575,19.9620540780524,México,Apaxco,15010,Benavides
0060,20325,POINT (-96.02191766771024 16.77043155239027),-96.02191766771024,16.77043155239027,Oaxaca,San Pedro Quiatoni,20325,Farmatodo
0728,20184,POINT (-96.17329222142983 18.06825707159091),-96.17329222142983,18.06825707159091,Oaxaca,San Juan Bautista Tuxtepec,20184,Farmacias Guadalajara
0324,15085,POINT (-99.98219734416712 19.817487385269807),-99.98219734416712,19.817487385269807,México,Temascalcingo,15085,Farmatodo
0241,21074,POINT (-98.50364896000242 19.151915523926228),-98.50364896000242,19.151915523926228,Puebla,Huejotzingo,21074,Del Ahorro
022A,31038,POINT (-89.88892138780874 21.02833113833599),-89.88892138780874,21.02833113833599,Yucatán,Hunucmá,31038,Farmatodo
2101,19026,POINT (-100.21205869048552 25.637479914997822),-100.21205869048552,25.637479914997822,Nuevo León,Guadalupe,19026,Farmacias Guadalajara
0062,31067,POINT (-89.35591380860724 20.830239298639682),-89.35591380860724,20.830239298639682,Yucatán,Seyé,31067,San Pablo
0262,16107,POINT (-101.79391910751345 19.79049739218564),-101.79391910751345,19.79049739218564,Michoacán de Ocampo,Zacapu,16107,San Pablo
4211,8037,POINT (-106.37866642031402 31.722138824381645),-106.37866642031402,31.722138824381645,Chihuahua,Juárez,8037,Klynn
0371,19006,POINT (-100.14770176695394 25.841549275920976),-100.14770176695394,25.841549275920976,Nuevo León,Apodaca,19006,Farmatodo
1163,5028,POINT (-101.11448367472357 27.87689203962833),-101.11448367472357,27.87689203962833,Coahuila de Zaragoza,Sabinas,5028,Del Ahorro
0049,29050,POINT (-98.1463813170621 19.255790125586966),-98.1463813170621,19.255790125586966,Tlaxcala,San Francisco Tetlanohcan,29050,Farmatodo
0489,25001,POINT (-109.02205283948406 25.845068798704833),-109.02205283948406,25.845068798704833,Sinaloa,Ahome,25001,San Pablo
0074,20295,POINT (-96.7991265569599 16.806456497202415),-96.7991265569599,16.806456497202415,Oaxaca,San Pablo Huixtepec,20295,Cualquiera
0102,13054,POINT (-99.01288859909717 20.26274300483981),-99.01288859909717,20.26274300483981,Hidalgo,San Salvador,13054,Benavides
0076,16020,POINT (-101.08003676877532 19.96286824413997),-101.08003676877532,19.96286824413997,Michoacán de Ocampo,Cuitzeo,16020,Farmacias Guadalajara
0321,21174,POINT (-97.34646871045398 19.86835719301509),-97.34646871045398,19.86835719301509,Puebla,Teziutlán,21174,Farmacias Guadalajara
1607,22016,POINT (-99.90866965061787 20.378634251712374),-99.90866965061787,20.378634251712374,Querétaro,San Juan del Río,22016,Farmacias Guadalajara
1033,13069,POINT (-98.99227825202526 19.862056455113),-98.99227825202526,19.862056455113,Hidalgo,Tizayuca,13069,Klynn
2613,4003,POINT (-92.24210389751629 18.61167747969496),-92.24210389751629,18.61167747969496,Campeche,Carmen,4003,Farmatodo
0093,20232,POINT (-96.40798576563472 18.06813121662663),-96.40798576563472,18.06813121662663,Oaxaca,San Lucas Ojitlán,20232,Del Ahorro
1825,27004,POINT (-93.0348256599339 17.974877722485857),-93.0348256599339,17.974877722485857,Tabasco,Centro,27004,Del Ahorro
0489,19041,POINT (-100.08243207135226 25.7062858046047),-100.08243207135226,25.7062858046047,Nuevo León,Pesquería,19041,San Pablo
0089,20483,POINT (-96.85856471601294 17.23949645096971),-96.85856471601294,17.23949645096971,Oaxaca,Santiago Suchilquitongo,20483,Farmatodo
1397,22016,POINT (-99.92438972910382 20.373793922913045),-99.92438972910382,20.373793922913045,Querétaro,San Juan del Río,22016,Farmatodo
4518,1001,POINT (-102.27400896479845 21.82282647904003),-102.27400896479845,21.82282647904003,Aguascalientes,Aguascalientes,1001,Del Ahorro
1844,27004,POINT (-92.98358017158264 17.935317702106538),-92.98358017158264,17.935317702106538,Tabasco,Centro,27004,Del Ahorro
